"Location_skey";"Country";"State";"Region";"City";"Address";"PostalCode";"District";"SubDistrict";"SubSubDistrict";"SubSubSubDistrict";"DistrictCode";"SubDistrictCode";"SubSubDistrictCode";"SubSubSubDistrictCode";"Latitude";"Longitude";"IsGarage";"NameGarage"
"3358";"NLD";"NH";"Amsterdam";"Amsterdam";"Frederik Hendrikstraat 149";"1052HS";"West";"Frederik Hendrikbuurt";"Frederik Hendrikbuurt Zuidoost";"Frederik Hendrikbuurt Zuidoost";"E";"E16";"E16b";"-1";52.373255;4.872028;NA;NA
"3489";"NLD";"NH";"Amsterdam";"Amsterdam";"Weesperzijde 1046";"1091EH";"Oost";"Weesperzijde";"Weesperzijde Midden Zuid";"Weesperzijde Midden Zuid";"M";"M27";"M27b";"-1";52.354348;4.908666;NA;NA
"3683";"NLD";"NH";"Amsterdam";"Amsterdam";"Robert Doumastraat 15";"1063GR";"Nieuw West";"Slotermeer Noordoost";"Buurt 3";"Buurt 3";"F";"F76";"F76a";"-1";52.3834111;4.8226795;NA;NA
"3843";"NLD";"NH";"Amsterdam";"Amsterdam";"Planciusstraat 1";"1013MD";"Centrum";"Haarlemmerbuurt";"Westelijke eilanden";"Westelijke eilanden";"A";"A05";"A05d";"-1";52.387927;4.885759;NA;NA
"3904";"NLD";"NH";"Amsterdam";"Amsterdam";"Lauriergracht 4";"1016RL";"Centrum";"Jordaan";"Elandsgrachtbuurt";"Elandsgrachtbuurt";"A";"A06";"A06g";"-1";52.371853;4.882241;NA;NA
"1608";"NLD";"NH";"Amsterdam";"Amsterdam";"Willem Fenengastraat 23";"1096BL";"Oost";"Omval Overamstel";"Amstelkwartier Zuid";"Amstelkwartier Zuid";"M";"M58";"M58i";"-1";52.333221;4.916997;NA;NA
"1618";"NLD";"NH";"Amsterdam";"Amsterdam";"Kalfjeslaan 400";"1081ZS";"Zuid";"Buitenveldert West";"Buitenveldert West";"Buitenveldert West";"K";"K90";"-1";"-1";52.32189;4.85846;NA;NA
"1622";"NLD";"NH";"Amsterdam";"Amsterdam";"Turbinestraat 7";"1014AV";"West";"Sloterdijk";"Bedrijventerrein Sloterdijk I";"Bedrijventerrein Sloterdijk I";"E";"E36";"E36b";"-1";52.390366;4.85288;NA;NA
"1682";"NLD";"NH";"Amsterdam";"Amsterdam";"Zocherstraat 60";"1054MA";"West";"Overtoomse Sluis";"Vondelparkbuurt West";"Vondelparkbuurt West";"E";"E21";"E21b";"-1";52.356721;4.855561;NA;NA
"1731";"NLD";"NH";"Amsterdam";"Amsterdam";"Noorderbreedte 142";"1034PP";"Noord";"Banne Buiksloot";"Banne Noordoost";"Banne Noordoost";"N";"N70";"N70d";"-1";52.413503;4.922624;NA;NA
"1865";"NLD";"NH";"Amsterdam";"Amsterdam";"Stadhouderskade 140";"1074BA";"Zuid";"Oude Pijp";"Hemonybuurt";"Hemonybuurt";"K";"K24";"K24a";"-1";52.358155;4.901259;NA;NA
"2170";"NLD";"NH";"Amsterdam";"Amsterdam";"Aalsmeerplein 8";"1059TS";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt West";"Aalsmeerwegbuurt West";"K";"K44";"K44c";"-1";52.347209;4.846253;NA;NA
"9035";"NLD";"NH";"Amsterdam";"Amsterdam";"Het Breed 919";"1025JG";"Noord";"Buikslotermeer";"Buikslotermeer Noord";"Buikslotermeer Noord";"N";"N69";"N69m";"-1";52.397969;4.935984;NA;NA
"9283";"NLD";"NH";"Amsterdam";"Amsterdam";"Nieuwe Passeerdersstraat 1";"1016XP";"Centrum";"Grachtengordel West";"Felix Meritisbuurt";"Felix Meritisbuurt";"A";"A02";"A02c";"-1";52.366524;4.8792;NA;NA
"10021";"NLD";"NH";"Amsterdam";"Amsterdam";"Borneokade 271";"1019XG";"Oost";"Oostelijk Havengebied";"Architectenbuurt";"Architectenbuurt";"M";"M33";"M33h";"-1";52.371318;4.948129;NA;NA
"75";"NLD";"NH";"Amsterdam";"Amsterdam";"Postjeskade 149";"1058DN";"West";"Westindische Buurt";"Postjeskade e.o.";"Postjeskade e.o.";"E";"E43";"E43b";"-1";52.3614728;4.8502468;NA;NA
"333";"NLD";"NH";"Amsterdam";"Amsterdam";"Pazzanistraat 1";"1014DB";"West";"Spaarndammer- en Zeeheldenbuurt";"Westergasfabriek";"Westergasfabriek";"E";"E13";"E13g";"-1";52.3860645;4.8749996;NA;NA
"359";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 530";"1017CC";"Centrum";"Grachtengordel Zuid";"Van Loonbuurt";"Van Loonbuurt";"A";"A03";"A03c";"-1";52.364709;4.895515;NA;NA
"963";"NLD";"NH";"Amsterdam";"Amsterdam";"Maria Austriastraat 208";"1087EK";"Oost";"IJburg West";"Haveneiland Noordoost";"Haveneiland Noordoost";"M";"M35";"M35f";"-1";52.356451;4.995659;NA;NA
"992";"NLD";"NH";"Amsterdam";"Amsterdam";"H.J.E. Wenckebachweg 6";"1096AN";"Oost";"Omval Overamstel";"Weespertrekvaart";"Weespertrekvaart";"M";"M58";"M58b";"-1";52.336687;4.927955;NA;NA
"1094";"NLD";"NH";"Amsterdam";"Amsterdam";"Kortrijk 123";"1066TB";"Nieuw West";"Sloter- Riekerpolder";"Nieuw Sloten Zuidwest";"Nieuw Sloten Zuidwest";"F";"F88";"F88h";"-1";52.3429758;4.8026901;NA;NA
"1310";"NLD";"NH";"Amsterdam";"Amsterdam";"Sloterkade 156";"1059EB";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt Oost";"Aalsmeerwegbuurt Oost";"K";"K44";"K44d";"-1";52.350787;4.851877;NA;NA
"1915";"NLD";"NH";"Amsterdam";"Amsterdam";"Herentalsstraat 2";"1066NK";"Nieuw West";"Sloter- Riekerpolder";"Nieuw Sloten Noordwest";"Nieuw Sloten Noordwest";"F";"F88";"F88e";"-1";52.349283;4.806759;NA;NA
"2076";"NLD";"NH";"Amsterdam";"Amsterdam";"Taandwarsstraat 64";"1013BW";"Centrum";"Haarlemmerbuurt";"Westelijke eilanden";"Westelijke eilanden";"A";"A05";"A05d";"-1";52.387888;4.888582;NA;NA
"2271";"NLD";"NH";"Amsterdam";"Amsterdam";"Raamplein 1";"1016XK";"Centrum";"Jordaan";"Passeerdersgrachtbuurt";"Passeerdersgrachtbuurt";"A";"A06";"A06h";"-1";52.366211;4.880402;NA;NA
"2567";"NLD";"NH";"Amsterdam";"Amsterdam";"Kraanschip Ibisweg 18";"1033RB";"Noord";"Noordelijke IJ-oevers Oost";"NDSM terrein";"NDSM terrein";"N";"N71";"N71f";"-1";52.404034;4.891054;NA;NA
"200";"NLD";"NH";"Amsterdam";"Amsterdam";"Diemerparklaan 387";"1087EB";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.357142;4.997576;NA;NA
"412";"NLD";"NH";"Amsterdam";"Amsterdam";"H.J.E. Wenckebachweg 1936";"1096DH";"Oost";"Omval Overamstel";"Weespertrekvaart";"Weespertrekvaart";"M";"M58";"M58b";"-1";52.338701;4.926435;NA;NA
"687";"NLD";"NH";"Amsterdam";"Amsterdam";"Lindengracht 6";"1015KJ";"Centrum";"Jordaan";"Driehoekbuurt";"Driehoekbuurt";"A";"A06";"A06a";"-1";52.380666;4.887109;NA;NA
"894";"NLD";"NH";"Amsterdam";"Amsterdam";"Arnold Schonberglaan 9";"1082MJ";"Zuid";"Zuidas";"Zuidas Zuid";"Zuidas Zuid";"K";"K23";"K23d";"-1";52.337883;4.870959;NA;NA
"7635";"NLD";"NH";"Amsterdam";"Amsterdam";"Camperstraat 95";"1091AD";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.358476;4.913245;NA;NA
"7739";"NLD";"NH";"Amsterdam";"Amsterdam";"Velserweg 28";"1014AH";"West";"Sloterdijk";"Bedrijventerrein Sloterdijk I";"Bedrijventerrein Sloterdijk I";"E";"E36";"E36b";"-1";52.386495;4.845231;NA;NA
"7839";"NLD";"NH";"Amsterdam";"Amsterdam";"Bonaireplein 6";"1058XB";"West";"Westindische Buurt";"Paramariboplein e.o.";"Paramariboplein e.o.";"E";"E43";"E43a";"-1";52.361108;4.855738;NA;NA
"2735";"NLD";"NH";"Amsterdam";"Amsterdam";"Breughelstraat 9";"1077LB";"Zuid";"Apollobuurt";"Minervabuurt Noord";"Minervabuurt Noord";"K";"K49";"K49d";"-1";52.350129;4.877273;NA;NA
"2916";"NLD";"NH";"Amsterdam";"Amsterdam";"Transvaalstraat 42";"1092HM";"Oost";"Transvaalbuurt";"Transvaalbuurt Oost";"Transvaalbuurt Oost";"M";"M30";"M30b";"-1";52.355146;4.925773;NA;NA
"2952";"NLD";"NH";"Amsterdam";"Amsterdam";"Vredenhofweg 1";"1051LM";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.384784;4.863009;NA;NA
"3756";"NLD";"NH";"Amsterdam";"Amsterdam";"Marnixstraat 38";"1015XK";"Centrum";"Jordaan";"Marnixbuurt Noord";"Marnixbuurt Noord";"A";"A06";"A06d";"-1";52.38209;4.881127;NA;NA
"4026";"NLD";"NH";"Amsterdam";"Amsterdam";"Prins Hendriklaan 47";"1075BA";"Zuid";"Willemspark";"Willemsparkbuurt Noord";"Willemsparkbuurt Noord";"K";"K46";"K46c";"-1";52.353176;4.860405;NA;NA
"4042";"NLD";"NH";"Amsterdam";"Amsterdam";"Bijlmerdreef 1121";"1103TT";"Zuidoost";"Bijlmer Oost (E,G,K)";"G-buurt West";"G-buurt West";"T";"T94";"T94b";"-1";52.321972;4.972587;NA;NA
"10453";"NLD";"NH";"Amsterdam";"Amsterdam";"Vossiusstraat 3";"1071AB";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.361368;4.882112;NA;NA
"20933";"NLD";"NH";"Amsterdam";"Amsterdam";"Uiterwaardenstraat 241";"1079CP";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.342235;4.896978;NA;NA
"21006";"NLD";"NH";"Amsterdam";"Amsterdam";"Hugo de Grootlaan 23";"1381CS";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.30447;5.03906;NA;NA
"21556";"NLD";"NH";"Amsterdam";"Amsterdam";"Abcoudepad 2";"1384AL";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.31805;5.03949;NA;NA
"1147";"NLD";"NH";"Amsterdam";"Amsterdam";"Adingerdorphof 20";"1069ZP";"Nieuw West";"Osdorp Midden";"Osdorp Midden Zuid";"Osdorp Midden Zuid";"F";"F82";"F82b";"-1";52.358286;4.795828;NA;NA
"2598";"NLD";"NH";"Amsterdam";"Amsterdam";"De Tourton Bruynsstraat 17";"1063XL";"Nieuw West";"Slotermeer Noordoost";"Buurt 3";"Buurt 3";"F";"F76";"F76a";"-1";52.381027;4.8288;NA;NA
"3125";"NLD";"NH";"Amsterdam";"Amsterdam";"Bouvigne 2";"1083BN";"Zuid";"Buitenveldert Oost";"Buitenveldert Zuidoost";"Buitenveldert Zuidoost";"K";"K91";"K91c";"-1";52.327602;4.884914;NA;NA
"7415";"NLD";"NH";"Amsterdam";"Amsterdam";"Schepenbergweg 13";"1105AS";"Zuidoost";"Bijlmer West";"Bijlmer West";"Bijlmer West";"T";"-1";"-1";"-1";52.296199;4.94409;NA;NA
"202";"NLD";"NH";"Amsterdam";"Amsterdam";"Klipperstraat 120";"1034XM";"Noord";"Banne Buiksloot";"Banne Zuidwest";"Banne Zuidwest";"N";"N70";"N70a";"-1";52.404446;4.912835;NA;NA
"327";"NLD";"NH";"Amsterdam";"Amsterdam";"Purmerplein 33";"1023BC";"Noord";"Tuindorp Nieuwendam";"Tuindorp Nieuwendam Oost";"Tuindorp Nieuwendam Oost";"N";"N62";"N62b";"-1";52.390984;4.944814;NA;NA
"555";"NLD";"NH";"Amsterdam";"Amsterdam";"Keizersgracht 200";"1016DX";"Centrum";"Grachtengordel West";"Felix Meritisbuurt";"Felix Meritisbuurt";"A";"A02";"A02c";"-1";52.373685;4.88479;NA;NA
"637";"NLD";"NH";"Amsterdam";"Amsterdam";"Reizigersweg 4";"1033ZK";"Noord";"Oostzanerwerf";"Circus Kermisbuurt";"Circus Kermisbuurt";"N";"N66";"N66g";"-1";52.419166;4.883882;NA;NA
"816";"NLD";"NH";"Amsterdam";"Amsterdam";"Comeniusstraat 249";"1065BP";"Nieuw West";"Slotervaart Noord";"Jacob Geelbuurt";"Jacob Geelbuurt";"F";"F85";"F85c";"-1";52.359212;4.830204;NA;NA
"1089";"NLD";"NH";"Amsterdam";"Amsterdam";"Jozef Israelskade 466";"1074SW";"Zuid";"Zuid Pijp";"Diamantbuurt";"Diamantbuurt";"K";"K26";"K26a";"-1";52.350037;4.909312;NA;NA
"8239";"NLD";"NH";"Amsterdam";"Amsterdam";"Archimedesweg 98";"1098JT";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.355277;4.9402;NA;NA
"8607";"NLD";"NH";"Amsterdam";"Amsterdam";"Drie Burgpad 6";"1097HK";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.340096;4.932403;NA;NA
"9392";"NLD";"NH";"Amsterdam";"Amsterdam";"Marcusstraat 16";"1091TK";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.351306;4.911901;NA;NA
"1083";"NLD";"NH";"Amsterdam";"Amsterdam";"Harry Koningsbergerstraat 89";"1063AC";"Nieuw West";"Slotermeer Noordoost";"Buurt 3";"Buurt 3";"F";"F76";"F76a";"-1";52.383463;4.837624;NA;NA
"2191";"NLD";"NH";"Amsterdam";"Amsterdam";"Le Tourmalet 2";"1060NX";"Nieuw West";"Middelveldsche Akerpolder";"De Aker West";"De Aker West";"F";"F84";"F84b";"-1";52.350731;4.774112;NA;NA
"2243";"NLD";"NH";"Amsterdam";"Amsterdam";"Jacob van Lennepkade 296";"1053NG";"West";"Van Lennepbuurt";"Lootsbuurt";"Lootsbuurt";"E";"E19";"E19c";"-1";52.363132;4.863445;NA;NA
"2465";"NLD";"NH";"Amsterdam";"Amsterdam";"Hectorstraat 42";"1076PS";"Zuid";"Stadionbuurt";"Van Tuyllbuurt";"Van Tuyllbuurt";"K";"K48";"K48f";"-1";52.343993;4.865703;NA;NA
"4890";"NLD";"NH";"Amsterdam";"Amsterdam";"Roerstraat 6";"1078LN";"Zuid";"Scheldebuurt";"Scheldebuurt Midden";"Scheldebuurt Midden";"K";"K52";"K52c";"-1";52.345097;4.899784;NA;NA
"5769";"NLD";"NH";"Amsterdam";"Amsterdam";"Ottho Heldringstraat 204";"1066AZ";"Nieuw West";"Slotervaart Zuid";"Staalmanbuurt";"Staalmanbuurt";"F";"F89";"F89c";"-1";52.34836;4.832389;NA;NA
"5787";"NLD";"NH";"Amsterdam";"Amsterdam";"Amsteldijk 67";"1074HZ";"Zuid";"Nieuwe Pijp";"Willibrordusbuurt";"Willibrordusbuurt";"K";"K25";"K25a";"-1";52.353384;4.907576;NA;NA
"5798";"NLD";"NH";"Amsterdam";"Amsterdam";"Meerhuizenplein 1";"1078TB";"Zuid";"IJselbuurt";"IJselbuurt Oost";"IJselbuurt Oost";"K";"K53";"K53b";"-1";52.347798;4.908219;NA;NA
"5814";"NLD";"NH";"Amsterdam";"Amsterdam";"Terletstraat 2";"1107RH";"Zuidoost";"Holendrecht Reigersbos";"Reigersbos Midden";"Reigersbos Midden";"T";"T96";"T96f";"-1";52.292535;4.972328;NA;NA
"1309";"NLD";"NH";"Amsterdam";"Amsterdam";"KNSM Laan 202";"1019LL";"Oost";"Oostelijk Havengebied";"KNSM-eiland";"KNSM-eiland";"M";"M33";"M33d";"-1";52.3765;4.938333;NA;NA
"21905";"NLD";"NH";"Amsterdam";"Amsterdam";"Galileiplantsoen 39";"1098LW";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.3541756;4.9388897;NA;NA
"22050";"NLD";"NH";"Amsterdam";"Amsterdam";"Bruinvisstraat 102";"1035HZ";"Noord";"Kadoelen";"Kadoelen";"Kadoelen";"N";"N67";"N67a";"-1";52.42401;4.887306;NA;NA
"22067";"NLD";"NH";"Amsterdam";"Amsterdam";"Postjeskade 97";"1058DK";"West";"Westindische Buurt";"Postjeskade e.o.";"Postjeskade e.o.";"E";"E43";"E43b";"-1";52.36308;4.85018;NA;NA
"22295";"NLD";"NH";"Amsterdam";"Amsterdam";"Oudezijds Voorburgwal 158";"1012GH";"Centrum";"Burgwallen Nieuwe Zijde";"Hemelrijk";"Hemelrijk";"A";"A01";"A01b";"-1";52.373093;4.897171;NA;NA
"22321";"NLD";"NH";"Amsterdam";"Amsterdam";"Schaarbeekstraat 75";"1066WH";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.342823;4.806578;NA;NA
"22552";"NLD";"NH";"Amsterdam";"Amsterdam";"Legmeerstraat 79";"1058NC";"Zuid";"Hoofddorppleinbuurt";"Legmeerpleinbuurt";"Legmeerpleinbuurt";"K";"K44";"K44e";"-1";52.351607;4.851183;NA;NA
"22793";"NLD";"NH";"Amsterdam";"Amsterdam";"Prinsengracht 704";"1017LA";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.361688;4.894364;NA;NA
"22803";"NLD";"NH";"Amsterdam";"Amsterdam";"Ibrahim Moustafapad 13";"1034WD";"Noord";"Banne Buiksloot";"Banne Buiksloot";"Banne Buiksloot";"N";"N70";"-1";"-1";52.404089;4.916544;NA;NA
"2984";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 209";"1016BE";"Centrum";"Grachtengordel West";"Leliegracht e.o.";"Leliegracht e.o.";"A";"A02";"A02b";"-1";52.3650167;4.8928579;NA;NA
"3016";"NLD";"NH";"Amsterdam";"Amsterdam";"Deurloostraat 59";"1078HT";"Zuid";"Scheldebuurt";"Wielingenbuurt";"Wielingenbuurt";"K";"K52";"K52a";"-1";52.346349;4.88981;NA;NA
"3640";"NLD";"NH";"Amsterdam";"Amsterdam";"Oosterspoorplein 4";"1093JV";"Oost";"Dapperbuurt";"Dapperbuurt Zuid";"Dapperbuurt Zuid";"M";"M29";"M29b";"-1";52.360255;4.93111;NA;NA
"4028";"NLD";"NH";"Amsterdam";"Amsterdam";"Cornelis Schuytstraat 65";"1071JG";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.353064;4.872927;NA;NA
"455";"NLD";"NH";"Amsterdam";"Amsterdam";"De Rijpgracht 34";"1055VT";"West";"Landlust";"Landlust Zuid";"Landlust Zuid";"E";"E37";"E37d";"-1";52.377476;4.85997;NA;NA
"733";"NLD";"NH";"Amsterdam";"Amsterdam";"Baarsjesweg 140";"1057HM";"West";"Chassébuurt";"Kortenaerkwartier";"Kortenaerkwartier";"E";"E75";"E75a";"-1";52.368641;4.863235;NA;NA
"873";"NLD";"NH";"Amsterdam";"Amsterdam";"Victorieplein 47";"1078PD";"Zuid";"Scheldebuurt";"Scheldebuurt Oost";"Scheldebuurt Oost";"K";"K52";"K52d";"-1";52.345979;4.903007;NA;NA
"1031";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Boshuizenstraat 409";"1082AR";"Zuid";"Buitenveldert Oost";"Buitenveldert Zuidoost";"Buitenveldert Zuidoost";"K";"K91";"K91c";"-1";52.324685;4.879872;NA;NA
"1176";"NLD";"NH";"Amsterdam";"Amsterdam";"Nieuwmarkt 2";"1012CR";"Centrum";"Burgwallen Oude Zijde";"Burgwallen Oost";"Burgwallen Oost";"A";"A00";"A00c";"-1";52.373098;4.900711;NA;NA
"4104";"NLD";"NH";"Amsterdam";"Amsterdam";"Honthorststraat 42";"1071DH";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.357623;4.885579;NA;NA
"4122";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Atjehstraat 91";"1094KE";"Oost";"Indische Buurt West";"Noordwestkwadrant Indische buurt Zuid";"Noordwestkwadrant Indische buurt Zuid";"M";"M31";"M31b";"-1";52.362678;4.936495;NA;NA
"4486";"NLD";"NH";"Amsterdam";"Amsterdam";"Dusartstraat 28";"1072HS";"Zuid";"Nieuwe Pijp";"Cornelis Troostbuurt";"Cornelis Troostbuurt";"K";"K25";"K25d";"-1";52.352075;4.889256;NA;NA
"8383";"NLD";"NH";"Amsterdam";"Amsterdam";"Akersluis 8";"1066ER";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.342049;4.792266;NA;NA
"9174";"NLD";"NH";"Amsterdam";"Amsterdam";"Reinier Claeszenplein 41";"1056WB";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.374396;4.861797;NA;NA
"9304";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Boshuizenstraat 259";"1083AW";"Zuid";"Buitenveldert Oost";"Buitenveldert Oost Midden";"Buitenveldert Oost Midden";"K";"K91";"K91b";"-1";52.3248;4.882489;NA;NA
"9391";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelveenseweg 689";"1081JD";"Zuid";"Buitenveldert West";"Buitenveldert West";"Buitenveldert West";"K";"K90";"-1";"-1";52.330499;4.857608;NA;NA
"211";"NLD";"NH";"Amsterdam";"Amsterdam";"Orlyplein 150";"1043DV";"Nieuw West";"Bedrijventerrein Sloterdijk";"Teleport";"Teleport";"F";"F11";"F11f";"-1";52.387617;4.837196;NA;NA
"1155";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Hanzenstraat 1";"1053SJ";"West";"Kinkerbuurt";"Bellamybuurt Zuid";"Bellamybuurt Zuid";"E";"E18";"E18b";"-1";52.368228;4.866868;NA;NA
"1323";"NLD";"NH";"Amsterdam";"Amsterdam";"Reinwardtstraat 300";"1093HP";"Oost";"Dapperbuurt";"Dapperbuurt Zuid";"Dapperbuurt Zuid";"M";"M29";"M29b";"-1";52.361322;4.928655;NA;NA
"1416";"NLD";"NH";"Amsterdam";"Amsterdam";"Ranonkelkade 34";"1031XT";"Noord";"Volewijck";"Van der Pekbuurt";"Van der Pekbuurt";"N";"N60";"N60a";"-1";52.389145;4.906429;NA;NA
"1493";"NLD";"NH";"Amsterdam";"Amsterdam";"Wijenburg 147";"1082VR";"Zuid";"Buitenveldert West";"Gelderlandpleinbuurt";"Gelderlandpleinbuurt";"K";"K90";"K90a";"-1";52.331267;4.872102;NA;NA
"23433";"NLD";"NH";"Amsterdam";"Amsterdam";"Spaarndammerstraat 8";"1013SV";"West";"Spaarndammer- en Zeeheldenbuurt";"Spaarndammerbuurt Noordwest";"Spaarndammerbuurt Noordwest";"E";"E13";"E13f";"-1";52.386635;4.88226;NA;NA
"23449";"NLD";"NH";"Amsterdam";"Amsterdam";"Allard Piersonstraat 14";"1053ZZ";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.370474;4.872806;NA;NA
"23804";"NLD";"NH";"Amsterdam";"Amsterdam";"Markengouw 469";"1024EJ";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.398512;4.954625;NA;NA
"24089";"NLD";"NH";"Amsterdam";"Amsterdam";"B. Merkelbachsingel 475";"1022KE";"Noord";"Elzenhagen";"Elzenhagen Noord";"Elzenhagen Noord";"N";"N74";"N74c";"-1";52.406459;4.934181;NA;NA
"24113";"NLD";"NH";"Amsterdam";"Amsterdam";"Glitterstraat 184";"1103SK";"Zuidoost";"Bijlmer Oost (E,G,K)";"E-buurt";"E-buurt";"T";"T94";"T94a";"-1";52.321386;4.979725;NA;NA
"24219";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Hilligaertstraat 38";"1072KA";"Zuid";"Nieuwe Pijp";"Cornelis Troostbuurt";"Cornelis Troostbuurt";"K";"K25";"K25d";"-1";52.3496;4.88856;NA;NA
"7029";"NLD";"NH";"Amsterdam";"Amsterdam";"Pasteurstraat 15";"1097ER";"Oost";"Frankendael";"Tuindorp Frankendael";"Tuindorp Frankendael";"M";"M55";"M55h";"-1";52.349479;4.935425;NA;NA
"7141";"NLD";"NH";"Amsterdam";"Amsterdam";"Lindengracht 195";"1015KG";"Centrum";"Grachtengordel West";"Langestraat e.o.";"Langestraat e.o.";"A";"A02";"A02a";"-1";52.379785;4.882378;NA;NA
"7472";"NLD";"NH";"Amsterdam";"Amsterdam";"Rooseveltlaan 154";"1078NS";"Zuid";"IJselbuurt";"IJselbuurt";"IJselbuurt";"K";"K53";"-1";"-1";52.343776;4.8978022;NA;NA
"7843";"NLD";"NH";"Amsterdam";"Amsterdam";"Jollenpad 12";"1081KC";"Zuid";"Buitenveldert West";"Buitenveldert West";"Buitenveldert West";"K";"K90";"-1";"-1";52.335322;4.849243;NA;NA
"159";"NLD";"NH";"Amsterdam";"Amsterdam";"Barbara Strozzilaan 201";"1083HN";"Zuid";"Zuidas";"Vivaldi";"Vivaldi";"K";"K23";"K23e";"-1";52.336075;4.885421;NA;NA
"901";"NLD";"NH";"Amsterdam";"Amsterdam";"Lekstraat 88";"1079EV";"Zuid";"Scheldebuurt";"Scheldebuurt Oost";"Scheldebuurt Oost";"K";"K52";"K52d";"-1";52.34487;4.904395;NA;NA
"1203";"NLD";"NH";"Amsterdam";"Amsterdam";"Agatha Christiesingel 129";"1102VW";"Zuidoost";"Bijlmer Centrum (D,F,H)";"Venserpolder West";"Venserpolder West";"T";"T93";"T93a";"-1";52.322249;4.94283;NA;NA
"34";"NLD";"NH";"Amsterdam";"Amsterdam";"Aakhof 1";"1034HD";"Noord";"Banne Buiksloot";"Banne Zuidwest";"Banne Zuidwest";"N";"N70";"N70a";"-1";52.406179;4.913148;NA;NA
"149";"NLD";"NH";"Amsterdam";"Amsterdam";"Mauritskade 17";"1091GC";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.360816;4.91213;NA;NA
"660";"NLD";"NH";"Amsterdam";"Amsterdam";"Noorderbreedte 82";"1024PL";"Noord";"Waterlandpleinbuurt";"Werengouw Noord";"Werengouw Noord";"N";"N68";"N68b";"-1";52.412467;4.924694;NA;NA
"662";"NLD";"NH";"Amsterdam";"Amsterdam";"Johannes Vermeerstraat 81";"1071DP";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.354708;4.884423;NA;NA
"684";"NLD";"NH";"Amsterdam";"Amsterdam";"Montferlandstraat 2";"1079PJ";"Zuid";"Scheldebuurt";"Veluwebuurt";"Veluwebuurt";"K";"K52";"K52g";"-1";52.340051;4.895272;NA;NA
"698";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 627";"1016CJ";"Centrum";"Grachtengordel West";"Leidsegracht Noord";"Leidsegracht Noord";"A";"A02";"A02d";"-1";52.365755;4.900258;NA;NA
